key,target,source
ftbquests.chapter.9blood_magic.quests.22.description.0,感知工具的基础攻击速度：4，攻击伤害1点。其他效果均和对应的铁制工具相同。,"This Raw Will is automatically added to the top left most Raw Will Tartaric Gem in the player's inventory. If all available Raw Will Gems are full, mobs will drop Demonic Will. It is capable of being enchanted. It can also be repaired by using a Demon Will Crystal in the Anvil."
ftbquests.chapter.9blood_magic.quests.27.description.0,用于放置意志晶体或地狱魂石两者之一，将它们蕴含的恶魔意志散布到当前区块中。一个区块最多可以释放100点恶魔意志。,Right clicking with a Tartaric Gem or Demonic Will Crystal will insert it into the Demon Crucible and transfer the will of the source into aura stored inside the chunk. Each chunk can hold 100 Will at a time and will type is preserved.
ftbquests.chapter.9blood_magic.quests.28.subtitle,用于生成恶魔意志晶簇,"The Demon Crystallizer is a device used for growing Will Crystals Clusters by draining the chunk's Aura, created in a Demon Crucible"
ftbquests.chapter.9blood_magic.quests.28.description.0,当区块内的恶魔意志大于0时将在恶魔结晶坛上生成晶簇。,"Each Crystal Cluster can have 7 crystals maximum. A default Raw Will Aura has a 90% chance of Demon Will Crystal Cluster and 2.5% each for Corrosive Will Crystal Cluster, Destructive Will Crystal Cluster, Steadfast Will Crystal Cluster, or Vengeful Will Crystal Cluster. All other Aura types will only grow new Clusters of its own type. Once formed into a Crystal Cluster, only Raw Will or the Aura of its type can be used to grow additional crystals. Raw Aura is significantly slower at growing clusters of different types."
ftbquests.chapter.9blood_magic.quests.28.description.2,区块内的恶魔意志越多，生成速度就越快。,"A Will Crystal Cluster can be broken with a pickaxe, yielding one Will Crystal per crystal. A single crystal can also be harvested by right clicking with an empty hand while holding a Tartaric Gem with over 1024 Raw Will total across gems. Right clicking will not remove the last crystal in the cluster."
ftbquests.chapter.9blood_magic.quests.29.title,恶魔意志结晶,Resonance of the Faceted Crystal
ftbquests.chapter.9blood_magic.quests.29.description.0,不同的意志晶体通过破坏对应种类的意志晶簇获得,"With Demonic Will Crystals in hand, the careful process of separating out their base essences may begin."
ftbquests.chapter.9blood_magic.quests.29.description.2,可用于合成大块地狱魂石，原始共鸣器；同时可以反向合成为对应的意志晶簇。,Prepare another Demon Crystallizer and construct the Resonance of the Faceted Crystal ritual. Place the Crystallizer atop the Master Ritual Stone and begin pouring Will into the chunk by way of a Crucible.
ftbquests.chapter.9blood_magic.quests.29.description.4,不同种类的意志晶体可用于在部分仪式中调整仪式的效果。,"Eventually, another crystal will form here within the bounds of the ritual. Once it has fully grown, the ritual will fragment it into its elemental essences, growing four new crystal types around it which may be harvested in the same way as the previous Demonic Will Crystals."
ftbquests.chapter.9blood_magic.quests.30.title,意志结晶,Will Crystals
ftbquests.chapter.9botania.title,&9植物魔法,&9Botania
ftbquests.chapter.9botania.quests.0.title,&3&l欢迎来到植物魔法,&3&lWelcome to Botania
ftbquests.chapter.9botania.quests.0.subtitle,*完成&b&l&o灌注石&r 任务后解锁*,*Unlocked by completing the &b&l&oInfused Rock&r quest*
ftbquests.chapter.9botania.quests.0.description.0,植物魔法是一个自然风格的魔法模组,Botania is a tech mod themed around natural magic.
ftbquests.chapter.9botania.quests.0.description.2,主要玩法是制造产能花产出魔力（mana）和制造功能花来达成某些目的,"Gameplay is centered around creating magical flowers and devices using Mana, the power of the earth."
ftbquests.chapter.9botania.quests.0.description.4,植物魔法完全可以自成一体（虽然其本来就是），但是，它和其他模组的兼容性一向很好,"Botania is fully playable as a standalone mod (and is designed as such), but it functions just well in conjunction with other mods."
ftbquests.chapter.9botania.quests.0.description.6,这是个专注于自动化的模组（机械动力：？），但是却没有那些死板的元素：自动化系统可以由玩家自己设计，而不是照抄jei或者蓝图,"The mod focuses on automation, but without elements that make it feel grindy-- systems can be thought out and designed, rather than built blindly from blueprints in JEI or a wiki."
ftbquests.chapter.9botania.quests.1.title,&3&l符文祭坛,&3&lRunic Altar
ftbquests.chapter.9botania.quests.1.subtitle,符文是合成高级功能花和产能花的重要材料，它们在符文祭坛上制作,"Runes are vital components of complex magical devices or flora, created on a Runic Altar"
ftbquests.chapter.9botania.quests.1.description.0,为了合成符文，首先你要把合成符文的材料放入符文祭坛（q上去或者右击），符文祭坛将会显示你想制作的符文,"To use a Runic Altar, start by placing (via either a right-click or a simple toss) the components of the rune you want to create upon the altar."
ftbquests.chapter.9botania.quests.1.description.2,给符文祭坛连上一个魔力发射器（你不会不知道怎么连，对吧），供应魔力，使用森林法杖可以很容易的知道还需要多少魔力，进度条也十分明显；当魔力足够，你只需要用一块活石右击（或者q上去）祭坛，就可以用森林法杖取下你的符文了,"Point a Mana Spreader with a supply of Mana at the altar, and let the Mana flow.Your wand will show you the progress of the transfer; it should be apparent when the altar has received enough Mana. When that happens, just drop or right-click a piece of Livingrock upon the altar, then use the wand on it to collect your rune."
ftbquests.chapter.9botania.quests.1.description.4,如果符文祭坛没有接受魔力，那么shift右击符文祭坛可以取下上面的最后一个物品，接受魔力时，符文祭坛将发出等级为1的红石信号（需要红石比较器），准备合成符文时，则发出等级为2的红石信号,"Sneak-right clicking the Runic Altar with an empty hand while it's not accepting mana will pull out the last item input.Additionally, an attached Comparator will emit signal strength 1 if the altar is accepting Mana, and signal strength 2 if it's ready to craft the rune."
ftbquests.chapter.9botania.quests.2.title,&3&l火花们,&3&lSparks
ftbquests.chapter.9botania.quests.2.subtitle,这是个有趣儿的东西……,Sparks are interesting things
ftbquests.chapter.9botania.quests.2.description.0,火花由最精纯的能量与魔法组成（不是友谊我不是很认可），它们只能放在特定的几个方块上，一些方块可以从火花里接收魔力，尤其是魔力池；一些方块可以通过火花主动吸收魔力，但是目前为止，它们没什么用,"Created from a combination of raw energy and Mana, they can be placed only on a few specific Mana-containing or -accepting blocks (notably Mana Pools).Certain blocks have the ability to harness Mana from Sparks, but as of now their uses are sparse."
ftbquests.chapter.9botania.quests.2.description.2,将一个火花放在魔力池上，另一个放在可以放置火花的方块上，后者就会通过火花快速从魔力池里吸取魔力（比发射器快多了），如果你要移除火花，只需要用森林法杖shift右击它就行，普通的右击会显示火花的连接目标,"Placing a Spark over a Mana Pool and another over a nearby block that can accept it will allow the latter to access the former's reserves on demand.To remove a Spark, simply sneak-right click it with a Wand of the Forest. Regular right-clicking will show which other Sparks this one can transfer to."
